1,比黑人碳头牙刷好用?,比;黑人;碳;头;牙刷;好;用;?;,0.927385064702441,positive
2,比之前坏的要好些，亮一些。,比;之前;坏;的;要好;些;，;亮;一些;。;,0.26920365987927486,positive
3,质量很好 用着很舒服 感觉有点小贵啊,质量;很;好;用着;很;舒服;感觉;有;点;小;贵;啊;,0.9965357721606184,positive
4,发货速度很快，东西收到后基本上和描述的没什么差别，质量还行，比较实用，就是感觉有点渣脚，上面的硬塑料设计不够光滑希望厂家能够改进。,发货;速度;很;快;，;东西;收到;后;基本;上;和;描述;的;没什么;差别;，;质量;还行;，;比较;实用;，;就是;感觉;有;点渣;脚;，;上面;的;硬;塑料;设计;不够;光滑;希望;厂家;能够;改进;。;,0.9991742136596498,positive
5,1、每星期至少两次掉线，一天重启几次也正常；2、5G已坏。,1、;每;星期;至少;两;次;掉线;，;一;天;重;启;几;次;也;正常;；2、5G;已坏;。;,0.0019524727047697255,negative
6,从中学一直在用的，质量好,从中;学;一直;在用;的;，;质量;好;,0.9700832821743001,positive
7,此产品太差劲了，没有任何内包装，直接放在盒子里就过来了。铅笔也是打开过多次，已经很久了的样子。必须差评！,此;产品;太;差劲;了;，;没有;任何;内;包装;，;直接;放在;盒子;里;就;过来;了;。;铅笔;也;是;打开;过;多次;，;已经;很;久;了;的;样子;。;必须;差;评;！;,0.005205437332113205,negative
8,色粉笔也太贵了吧，而且包装也有些旧了，后悔买啊，早知到上实品店买,色;粉笔;也;太贵;了;吧;，;而且;包装;也;有些;旧;了;，;后悔;买;啊;，;早;知;到;上;实品店;买;,0.0010576593151774283,negative
9,买了跟老公一人一个，用下来还不错，比较静音，充满电能用半个月。,买;了;跟;老公;一;人;一个;，;用;下来;还;不错;，;比较;静音;，;充满;电能;用;半;个;月;。;,0.9717254266310064,positive
10,亚马逊自营的东西是正品，一贯都不错，东西好坏是产品本身的事情。,亚马逊;自营;的;东西;是;正品;，;一贯;都;不错;，;东西;好坏;是;产品;本身;的;事情;。;,0.9685610152850094,positive
11,气味清香，洗衣洁净。,气味;清香;，;洗衣;洁净;。;,0.9734985161710679,positive
12,中间有几页排版有问题 有的字看不到,中间;有;几页;排版;有;问题;有的;字;看不到;,0.4163732296858258,positive
13,方便，可挂脖上，当项链了。,方便;，;可;挂;脖;上;，;当;项链;了;。;,0.4393022893575559,positive
14,产品挺软，不过孩子更喜欢自己手指头。一星是因为快递很差劲，老公让快递员联系我送到家，结果联系我还是让自己去大门口取，我依然因为在家看孩子走不开。快递员自己签收这个事，很过分。,产品;挺;软;，;不过;孩子;更;喜欢;自己;手指;头;。;一星;是;因为;快递;很;差劲;，;老;公;让;快递;员;联系;我;送;到;家;，;结果;联系;我;还是;让;自己;去;大门口;取;，;我;依然;因为;在家;看;孩子;走;不;开;。;快递;员;自己;签;收;这个;事;，;很;过分;。;,0.6457238620878648,positive
15,4g移动卡，插进去居然没任何反应，不建议购买,4g;移动;卡;，;插;进;去;居然;没;任何;反应;，;不;建议;购买;,0.013822560408548235,negative
16,袜子质量很不错，很满意，这个价格很值。,袜子;质量;很;不错;，;很;满意;，;这个;价格;很;值;。;,0.9990229630725517,positive
17,建议看原版 难怪在欧洲销量排行第一的书在中国卖不好. 首先书名翻译的就有问题。第一人称是Lou。Lou要Will好好的？ 我想译者是说Will要Lou 好好的吧。 但通篇都是Lou的视角，你书名让WIll说合适么？Me before you是Lou表示她再遇到Will前的生活与之后的生活的差别。,建议;看;原版;难怪;在;欧洲;销量;排行;第一;的;书;在;中国;卖;不;好;.;首先;书名;翻译;的;就;有;问题;。;第一;人称;是;Lou。Lou;要;Will;好好;的;？;我;想;译者;是;说;Will;要;Lou;好好;的;吧;。;但;通;篇;都;是;Lou;的;视角;，;你;书名;让;WIll;说;合适;么;？Me;before;you;是;Lou;表示;她;再;遇到;Will;前;的;生活;与;之后;的;生活;的;差别;。;,0.005372435274639598,negative
18,考试内容为0 最新题库 里面没有 一道题没有,考试;内容;为;0;最新;题;库;里面;没有;一;道;题;没有;,0.48297434121817095,positive
19,rt，搞个驱动太麻烦，烦死,rt，;搞;个;驱动;太;麻烦;，;烦;死;,0.01860963130865756,negative
